Episode,olg_lst
0,81.79925031236984
1,77.71761765930862
2,77.63431903373595
3,77.21782590587256
4,79.21699291961681
5,77.21782590587256
6,80.04997917534361
7,79.30029154518951
8,81.38275718450646
9,82.2990420658059
10,78.2174094127447
11,81.71595168679715
12,84.04831320283216
13,78.80049979175342
14,80.54977092877967
15,82.2990420658059
16,74.96876301541025
17,79.3002915451895
18,80.46647230320698
19,82.79883381924198
20,80.63306955435235
21,80.96626405664306
22,82.54893794252395
23,77.80091628488131
24,84.79800083298626
25,79.80008329862557
26,79.71678467305289
27,76.88463140358185
28,80.466472303207
29,81.13286130778842
30,82.04914618908788
31,79.21699291961681
32,82.96543107038734
33,79.7167846730529
34,82.29904206580592
35,81.9658475635152
36,78.8837984173261
37,79.3002915451895
38,79.7167846730529
39,76.80133277800917
40,80.0499791753436
41,83.38192419825072
42,80.13327780091629
43,75.88504789670971
44,74.96876301541025
45,77.3844231570179
46,77.63431903373595
47,79.05039566847147
48,74.96876301541026
49,77.63431903373595
50,79.30029154518951
51,78.63390254060809
52,78.63390254060808
53,84.96459808413161
54,79.55018742190754
55,79.38359017076218
56,81.54935443565181
57,75.88504789670971
58,79.63348604748022
59,79.3002915451895
60,78.30070803831737
61,82.79883381924196
62,78.88379841732612
63,79.80008329862558
64,79.05039566847147
65,78.80049979175344
66,78.38400666389003
67,80.71636817992503
68,83.63182007496877
69,81.46605581007913
70,80.96626405664307
71,77.21782590587256
72,81.2161599333611
73,84.29820907955018
74,75.88504789670971
75,74.96876301541026
76,77.3844231570179
77,80.29987505206165
78,82.79883381924199
79,79.96668054977093
80,79.46688879633486
81,79.38359017076218
82,77.55102040816327
83,80.0499791753436
84,77.55102040816327
85,80.13327780091628
86,80.46647230320698
87,79.38359017076218
88,81.71595168679715
89,79.05039566847147
90,79.7167846730529
91,79.63348604748022
92,81.71595168679717
93,79.63348604748022
94,77.21782590587256
95,75.88504789670971
96,78.5506039150354
97,82.63223656809663
98,75.88504789670971
99,79.88338192419825
100,78.96709704289879
101,80.88296543107039
102,77.21782590587256
103,82.54893794252393
104,81.29945855893376
105,80.04997917534361
106,78.88379841732612
107,80.88296543107037
108,80.79966680549771
109,80.46647230320698
110,80.0499791753436
111,77.63431903373595
112,81.71595168679715
113,78.46730528946273
114,82.63223656809663
115,80.63306955435236
116,80.88296543107037
117,82.63223656809663
118,84.13161182840484
119,77.63431903373595
120,77.55102040816325
121,81.71595168679717
122,80.96626405664306
123,77.88421491045398
124,79.30029154518951
125,79.46688879633486
126,79.13369429404415
127,80.29987505206164
128,77.63431903373595
129,78.21740941274469
130,82.63223656809663
131,82.04914618908788
132,77.71761765930863
133,76.6347355268638
134,79.55018742190754
135,75.8850478967097
136,80.38317367763432
137,79.88338192419825
138,79.88338192419825
139,77.21782590587256
140,79.88338192419825
141,81.96584756351521
142,82.88213244481466
143,78.63390254060809
144,75.9683465222824
145,77.80091628488131
146,79.3002915451895
147,77.63431903373595
148,83.71511870054144
149,79.38359017076218
150,75.9683465222824
151,81.29945855893378
152,81.96584756351521
153,77.21782590587256
154,78.63390254060808
155,81.04956268221574
156,77.38442315701792
157,77.21782590587256
158,77.21782590587256
159,78.88379841732612
160,79.55018742190754
161,81.29945855893376
162,79.05039566847147
163,80.63306955435235
164,74.96876301541025
165,83.13202832153269
166,84.54810495626822
167,77.21782590587256
168,79.96668054977093
169,80.13327780091628
170,78.30070803831737
171,80.466472303207
172,79.63348604748022
173,80.29987505206164
174,75.88504789670971
175,81.2161599333611
176,81.38275718450646
177,80.88296543107037
178,82.54893794252395
179,78.88379841732612
180,79.13369429404415
181,79.05039566847147
182,82.79883381924198
183,78.88379841732612
184,82.79883381924198
185,76.80133277800917
186,82.54893794252395
187,83.13202832153269
188,77.63431903373595
189,77.63431903373595
190,79.3002915451895
191,76.80133277800917
192,75.88504789670971
193,76.80133277800917
194,77.63431903373595
195,80.88296543107039
196,78.71720116618076
197,84.79800083298625
198,76.6347355268638
199,81.2161599333611
200,81.96584756351521
201,78.30070803831737
202,80.79966680549771
203,78.5506039150354
204,80.29987505206165
205,82.2990420658059
206,78.30070803831737
207,77.55102040816327
208,77.63431903373593
209,81.63265306122449
210,77.71761765930863
211,80.54977092877968
212,81.46605581007915
213,78.30070803831737
214,76.80133277800917
215,85.38109121199501
216,76.80133277800917
217,79.55018742190754
218,76.88463140358185
219,82.63223656809663
220,79.55018742190754
221,81.13286130778842
222,76.88463140358185
223,77.63431903373595
224,80.0499791753436
225,75.88504789670971
226,79.30029154518951
227,79.80008329862557
228,75.88504789670971
229,79.80008329862557
230,77.38442315701792
231,81.04956268221574
232,80.88296543107039
233,85.21449396084965
234,78.30070803831737
235,74.96876301541025
236,77.63431903373595
237,79.13369429404415
238,78.5506039150354
239,76.80133277800917
240,76.80133277800917
241,76.71803415243649
242,82.04914618908788
243,80.96626405664307
244,81.29945855893378
245,79.13369429404415
246,78.134110787172
247,84.04831320283215
248,75.88504789670971
249,79.21699291961683
250,80.79966680549771
251,78.46730528946273
252,79.88338192419825
253,78.21740941274469
254,79.21699291961681
255,81.04956268221574
256,76.71803415243647
257,82.04914618908788
258,75.96834652228239
259,80.29987505206162
260,79.6334860474802
261,82.04914618908789
262,83.7984173261141
263,76.88463140358185
264,75.88504789670971
265,84.54810495626822
266,80.38317367763432
267,76.80133277800917
268,76.80133277800917
269,74.96876301541026
270,78.5506039150354
271,83.7984173261141
272,75.88504789670971
273,83.1320283215327
274,78.88379841732612
275,77.63431903373595
276,78.30070803831737
277,80.54977092877967
278,77.88421491045398
279,81.9658475635152
280,78.5506039150354
281,83.79841732611412
282,80.0499791753436
283,82.38234069137859
284,75.88504789670972
285,76.88463140358185
286,80.79966680549771
287,80.71636817992503
288,79.63348604748022
289,76.88463140358185
290,75.88504789670971
291,79.80008329862557
292,78.96709704289879
293,82.96543107038734
294,79.21699291961681
295,83.96501457725947
296,78.5506039150354
297,81.46605581007913
298,80.54977092877968
299,82.13244481466054
300,77.46772178259059
301,83.04872969596002
302,81.2161599333611
303,78.38400666389005
304,81.04956268221575
305,79.88338192419825
306,80.46647230320698
307,80.13327780091628
308,80.54977092877968
309,76.88463140358185
310,80.29987505206164
311,87.88004997917535
312,78.134110787172
313,86.79716784673053
314,78.63390254060808
315,80.54977092877968
316,82.21574344023324
317,79.3002915451895
318,83.13202832153269
319,80.54977092877967
320,79.30029154518951
321,83.29862557267805
322,77.63431903373595
323,81.38275718450645
324,77.55102040816327
325,82.7155351936693
326,83.54852144939608
327,80.63306955435235
328,78.21740941274469
329,75.88504789670972
330,80.21657642648896
331,78.63390254060808
332,76.80133277800917
333,78.30070803831737
334,82.04914618908788
335,79.63348604748022
336,78.5506039150354
337,77.88421491045398
338,78.71720116618076
339,80.13327780091628
340,78.46730528946271
341,81.54935443565181
342,80.466472303207
343,79.88338192419825
344,77.46772178259059
345,85.04789670970429
346,76.80133277800917
347,81.29945855893376
348,80.71636817992504
349,77.80091628488131
350,80.29987505206164
351,75.88504789670972
352,81.04956268221575
353,80.29987505206165
354,79.6334860474802
355,75.9683465222824
356,79.30029154518951
357,80.466472303207
358,82.63223656809663
359,79.21699291961681
360,80.13327780091629
361,80.0499791753436
362,81.04956268221574
363,76.80133277800917
364,76.71803415243649
365,78.30070803831737
366,79.7167846730529
367,78.88379841732612
368,77.80091628488131
369,79.63348604748022
370,79.71678467305289
371,77.8009162848813
372,76.80133277800917
373,80.79966680549771
374,78.30070803831737
375,80.79966680549771
376,78.80049979175342
377,76.88463140358185
378,83.13202832153269
379,81.54935443565181
380,78.134110787172
381,79.21699291961683
382,77.46772178259059
383,80.79966680549771
384,80.13327780091629
385,78.80049979175344
386,81.79925031236985
387,83.13202832153269
388,79.63348604748022
389,78.38400666389003
390,82.71553519366931
391,82.3823406913786
392,80.29987505206164
393,80.71636817992503
394,79.88338192419826
395,83.54852144939608
396,75.88504789670972
397,78.80049979175344
398,79.46688879633486
399,79.13369429404415
400,83.54852144939608
401,78.88379841732612
402,76.6347355268638
403,82.79883381924198
404,78.5506039150354
405,79.80008329862557
406,80.0499791753436
407,82.21574344023324
408,75.88504789670971
409,80.0499791753436
410,77.63431903373595
411,80.466472303207
412,80.21657642648896
413,83.04872969596
414,81.04956268221574
415,76.80133277800917
416,79.6334860474802
417,80.13327780091628
418,78.38400666389005
419,79.6334860474802
420,77.63431903373595
421,78.88379841732612
422,78.30070803831737
423,82.71553519366931
424,74.96876301541026
425,77.21782590587256
426,76.80133277800915
427,81.63265306122449
428,76.88463140358185
429,81.2161599333611
430,78.96709704289879
431,83.79841732611412
432,84.54810495626822
433,80.88296543107039
434,80.13327780091628
435,79.80008329862557
436,81.38275718450646
437,80.29987505206164
438,82.54893794252395
439,79.3002915451895
440,81.9658475635152
441,74.96876301541025
442,80.29987505206164
443,80.79966680549771
444,79.30029154518951
445,79.21699291961681
446,79.21699291961681
447,83.46522282382341
448,78.38400666389005
449,78.38400666389003
450,79.80008329862557
451,81.04956268221575
452,78.9670970428988
453,77.63431903373595
454,83.7984173261141
455,77.63431903373595
456,76.6347355268638
457,81.9658475635152
458,82.79883381924198
459,81.13286130778843
460,81.46605581007913
461,76.71803415243649
462,78.30070803831737
463,79.05039566847147
464,78.63390254060808
465,74.96876301541025
466,82.63223656809663
467,79.80008329862557
468,77.71761765930863
469,79.7167846730529
470,82.79883381924199
471,82.54893794252395
472,74.96876301541025
473,78.88379841732612
474,81.2161599333611
475,78.134110787172
476,78.134110787172
477,79.88338192419825
478,76.80133277800917
479,79.38359017076219
480,80.54977092877968
481,78.63390254060809
482,74.96876301541026
483,80.466472303207
484,77.3844231570179
485,79.05039566847147
486,85.04789670970429
487,79.30029154518951
488,77.38442315701792
489,81.38275718450646
490,82.21574344023324
491,77.55102040816325
492,75.88504789670971
493,78.9670970428988
494,80.54977092877967
495,79.80008329862557
496,78.5506039150354
497,79.7167846730529
498,85.04789670970429
499,78.80049979175344
