Episode,Value Loss
0,299.18994140625
1,469.2283935546875
2,488.3812561035156
3,478.4733581542969
4,419.690673828125
5,563.8720703125
6,345.4381103515625
7,436.551025390625
8,268.430419921875
9,279.2032165527344
10,424.64593505859375
11,262.12677001953125
12,247.74313354492188
13,392.5430603027344
14,420.5332336425781
15,260.4961853027344
16,578.6871948242188
17,373.33404541015625
18,395.7552490234375
19,320.2192077636719
20,330.166015625
21,396.8697204589844
22,325.7118225097656
23,340.3832702636719
24,257.1837463378906
25,404.5720520019531
26,444.72222900390625
27,483.7138366699219
28,401.4792175292969
29,401.2308654785156
30,248.90159606933594
31,297.629638671875
32,291.8752746582031
33,312.747314453125
34,297.703125
35,302.9149475097656
36,448.1597900390625
37,359.9134826660156
38,259.7706298828125
39,461.8110656738281
40,403.82904052734375
41,198.4768524169922
42,424.40997314453125
43,423.08782958984375
44,527.4301147460938
45,471.2381896972656
46,352.5240173339844
47,324.6192626953125
48,434.96771240234375
49,309.6116027832031
50,305.98443603515625
51,294.4386291503906
52,297.4806823730469
53,203.44851684570312
54,213.00868225097656
55,270.23773193359375
56,212.98526000976562
57,290.8169860839844
58,197.04527282714844
59,184.2956085205078
60,259.401123046875
61,164.9824981689453
62,195.22967529296875
63,153.16818237304688
64,184.55813598632812
65,263.8096618652344
66,306.55157470703125
67,169.2853240966797
68,93.58769989013672
69,90.58238983154297
70,156.62112426757812
71,145.7416229248047
72,146.5475616455078
73,60.540435791015625
74,165.2764434814453
75,232.45042419433594
76,182.6956329345703
77,82.24871063232422
78,79.22466278076172
79,160.10513305664062
80,120.21595764160156
81,101.94290924072266
82,93.02073669433594
83,101.43374633789062
84,134.37814331054688
85,74.43867492675781
86,136.3887176513672
87,124.66778564453125
88,85.27430725097656
89,95.51232147216797
90,61.07756423950195
91,124.48497772216797
92,81.78359985351562
93,90.46995544433594
94,79.29852294921875
95,102.12139892578125
96,136.1416778564453
97,87.8108139038086
98,136.70204162597656
99,116.49575805664062
100,79.04987335205078
101,78.73441314697266
102,93.08306884765625
103,95.81568908691406
104,85.88065338134766
105,109.64126586914062
106,92.98843383789062
107,121.79811096191406
108,140.82090759277344
109,115.57720947265625
110,78.83358001708984
111,138.14918518066406
112,67.04869079589844
113,159.234375
114,56.10643005371094
115,83.13407135009766
116,87.36225128173828
117,76.81800079345703
118,126.66398620605469
119,81.07086944580078
120,110.13529205322266
121,66.22207641601562
122,86.02911376953125
123,66.73331451416016
124,97.90655517578125
125,137.5711212158203
126,65.10302734375
127,82.84852600097656
128,87.93214416503906
129,110.01100158691406
130,98.15682983398438
131,80.73909759521484
132,101.84266662597656
133,139.19024658203125
134,111.78630828857422
135,102.50426483154297
136,84.34819793701172
137,69.65934753417969
138,59.64646911621094
139,106.6924057006836
140,78.95537567138672
141,89.61166381835938
142,82.57486724853516
143,86.79571533203125
144,160.8023681640625
145,116.4609603881836
146,83.95238494873047
147,102.21408081054688
148,115.63644409179688
149,105.23713684082031
150,141.47418212890625
151,71.64671325683594
152,101.61832427978516
153,89.15178680419922
154,116.79357147216797
155,99.41281127929688
156,107.70819091796875
157,112.31312561035156
158,98.7724380493164
159,58.49756622314453
160,81.13050842285156
161,96.47403717041016
162,67.66743469238281
163,62.77663803100586
164,138.56195068359375
165,76.55281066894531
166,113.15775299072266
167,93.13958740234375
168,82.0333480834961
169,71.18814849853516
170,135.7669677734375
171,59.682884216308594
172,87.39680480957031
173,58.76311111450195
174,103.90799713134766
175,74.87853240966797
176,137.76007080078125
177,95.94807434082031
178,109.53588104248047
179,81.51274871826172
180,64.16168212890625
181,145.0082244873047
182,79.46700286865234
183,68.2597427368164
184,84.72705078125
185,155.385498046875
186,98.0474624633789
187,88.99491119384766
188,89.00912475585938
189,67.14510345458984
190,80.8889389038086
191,109.58348846435547
192,179.41595458984375
193,139.78262329101562
194,113.65313720703125
195,117.52194213867188
196,151.8591766357422
197,72.67198944091797
198,101.38079833984375
199,135.569580078125
200,73.88279724121094
201,64.97579193115234
202,95.26335906982422
203,89.00689697265625
204,86.0019760131836
205,89.42877960205078
206,150.42681884765625
207,113.09589385986328
208,110.56417846679688
209,89.74230194091797
210,85.60023498535156
211,142.5583038330078
212,84.80968475341797
213,114.92926788330078
214,119.76335906982422
215,127.5326919555664
216,93.24209594726562
217,79.85249328613281
218,92.48259735107422
219,98.08507537841797
220,89.80580139160156
221,79.27664947509766
222,115.76263427734375
223,100.74832916259766
224,93.55901336669922
225,91.93576049804688
226,96.0299301147461
227,93.37660217285156
228,85.87994384765625
229,88.28600311279297
230,82.18960571289062
231,73.85505676269531
232,70.12771606445312
233,65.80518341064453
234,83.4891586303711
235,102.52005004882812
236,68.2858657836914
237,93.54603576660156
238,88.06890869140625
239,81.76942443847656
240,88.0741195678711
241,59.32954406738281
242,80.24925231933594
243,61.371421813964844
244,60.873714447021484
245,109.36994171142578
246,127.41656494140625
247,77.1339111328125
248,187.512939453125
249,99.08663940429688
250,82.7048110961914
251,97.47735595703125
252,105.36083221435547
253,141.4598388671875
254,98.20598602294922
255,63.12500762939453
256,87.56922912597656
257,107.0281753540039
258,73.72982788085938
259,81.41885375976562
260,66.82323455810547
261,45.976593017578125
262,87.48294830322266
263,146.3533935546875
264,101.01085662841797
265,78.6702880859375
266,74.98116302490234
267,94.67724609375
268,85.50038146972656
269,100.93479919433594
270,97.139892578125
271,78.36251831054688
272,145.51756286621094
273,63.765647888183594
274,60.47309112548828
275,84.88792419433594
276,157.6407012939453
277,114.18429565429688
278,95.1458969116211
279,85.03157806396484
280,130.96766662597656
281,72.25233459472656
282,78.9531478881836
283,76.88021087646484
284,99.58316040039062
285,99.0790786743164
286,58.84391784667969
287,152.6023712158203
288,107.41753387451172
289,110.8117904663086
290,107.43842315673828
291,88.73174285888672
292,54.68539047241211
293,77.47457885742188
294,99.30675506591797
295,98.58560180664062
296,94.07653045654297
297,51.124427795410156
298,116.88409423828125
299,90.77642822265625
300,88.2591552734375
301,68.13552856445312
302,81.95551300048828
303,144.7006072998047
304,78.2242431640625
305,132.5645294189453
306,111.2200698852539
307,141.13119506835938
308,72.99393463134766
309,77.30397033691406
310,119.24110412597656
311,73.58252716064453
312,88.66145324707031
313,52.81533432006836
